age,prior_offenses,employment_status,education_level,drug_history,marital_status,housing_stability,mental_health_issues,age_at_first_offense,community_support,employment_type,reoffended,predicted_risk
47,0,employed,college,0,single,stable,0,29,medium,full_time,0,0.054767508
23,2,employed,none,0,single,stable,0,13,low,unemployed,1,0.9719545
36,1,unemployed,high_school,0,married,stable,1,29,medium,full_time,1,0.8515322
31,4,employed,high_school,1,single,stable,1,27,low,full_time,1,0.9456668
47,3,employed,none,0,married,stable,0,12,low,full_time,0,0.17675826
23,1,employed,high_school,0,single,stable,0,13,medium,full_time,1,0.72939545
23,1,employed,high_school,1,married,stable,1,23,high,full_time,1,0.8768027
25,4,employed,college,0,divorced,stable,0,16,medium,part_time,1,0.97705096
18,1,unemployed,high_school,1,married,stable,0,17,low,part_time,1,0.7454207
25,1,employed,high_school,0,single,unstable,0,25,medium,unemployed,1,0.7814077
23,1,employed,high_school,0,married,stable,0,29,high,part_time,0,0.061027594
31,3,employed,college,1,single,stable,0,24,medium,full_time,0,0.6455564
32,1,unemployed,high_school,0,single,stable,1,16,medium,part_time,1,0.88118386
45,2,employed,high_school,0,divorced,unstable,0,26,high,part_time,0,0.16465177
37,5,employed,high_school,1,married,unstable,0,21,medium,full_time,1,0.97098666
25,1,unemployed,high_school,0,married,stable,0,27,low,part_time,0,0.5590732
22,2,employed,high_school,0,single,stable,1,23,medium,unemployed,1,0.6613481
33,5,employed,college,0,single,stable,0,24,high,full_time,1,0.9588403
19,1,employed,high_school,1,single,stable,0,24,medium,part_time,0,0.3441011
44,4,unemployed,college,1,married,unstable,0,14,low,unemployed,1,0.9871732
39,4,employed,none,0,married,stable,0,25,medium,part_time,0,0.52143866
26,1,unemployed,high_school,0,married,stable,0,14,medium,unemployed,1,0.75042266
18,2,unemployed,college,1,married,unstable,0,11,high,full_time,1,0.9664256
40,3,employed,none,0,single,unstable,0,29,medium,full_time,1,0.9559825
29,6,employed,college,0,single,stable,1,18,medium,part_time,1,0.94878817
39,0,employed,high_school,1,single,stable,0,18,high,unemployed,0,0.43482494
18,4,unemployed,college,1,single,stable,0,13,medium,unemployed,1,0.9899282
25,3,employed,high_school,1,single,unstable,0,24,low,full_time,1,0.9833634
30,1,employed,high_school,0,divorced,unstable,0,20,high,full_time,0,0.42317876
30,4,employed,none,0,single,stable,0,10,medium,full_time,1,0.9875515
26,1,unemployed,high_school,0,divorced,stable,0,27,medium,full_time,1,0.681015
34,2,employed,none,0,single,unstable,0,10,medium,full_time,1,0.9785544
21,1,unemployed,none,0,divorced,stable,0,17,low,full_time,0,0.50105315
28,4,employed,none,1,married,stable,0,25,high,full_time,1,0.9775407
30,3,employed,high_school,0,divorced,unstable,0,27,medium,full_time,1,0.6366484
34,6,employed,college,1,single,stable,0,18,medium,full_time,1,0.9756776
35,1,employed,none,0,married,stable,0,21,low,unemployed,1,0.6966209
21,2,employed,none,0,divorced,unstable,0,28,medium,unemployed,1,0.8926607
18,1,employed,high_school,0,single,unstable,1,27,high,full_time,0,0.23880905
40,2,unemployed,none,0,single,stable,1,14,medium,unemployed,0,0.43588543
32,3,unemployed,none,0,single,stable,0,11,high,part_time,0,0.55438167
24,3,unemployed,none,1,divorced,stable,0,16,medium,unemployed,1,0.97183585
42,0,employed,college,1,married,stable,0,19,medium,full_time,0,0.38149756
30,1,employed,college,0,married,stable,0,24,medium,full_time,0,0.12940326
39,1,employed,high_school,0,single,unstable,0,16,high,unemployed,0,0.33047712
30,4,unemployed,high_school,1,single,stable,0,14,medium,full_time,1,0.99332523
46,1,unemployed,high_school,0,married,stable,0,24,medium,unemployed,0,0.1597198
44,4,employed,high_school,0,single,stable,0,29,medium,unemployed,1,0.79933107
28,0,employed,high_school,0,married,unstable,0,29,low,unemployed,0,0.27790397
37,3,employed,high_school,1,divorced,stable,0,24,medium,full_time,1,0.8668962
35,1,employed,high_school,0,single,stable,0,19,high,full_time,1,0.5845536
40,2,employed,none,0,married,stable,0,23,low,full_time,0,0.569702
22,4,unemployed,high_school,1,single,stable,0,19,low,unemployed,1,0.98915124
35,2,unemployed,college,0,married,stable,0,26,low,full_time,1,0.76963717
38,1,employed,high_school,0,single,stable,0,23,medium,part_time,0,0.122147776
18,1,employed,college,0,married,stable,1,11,medium,full_time,0,0.7833679
20,2,unemployed,college,1,single,stable,0,25,low,full_time,1,0.60968757
18,1,employed,none,0,single,stable,0,22,medium,full_time,0,0.65646636
27,2,employed,high_school,1,married,stable,0,18,medium,part_time,1,0.65798104
35,1,employed,high_school,0,single,stable,0,16,medium,unemployed,1,0.738335
42,2,employed,college,0,married,stable,0,25,medium,full_time,1,0.3942384
30,0,employed,college,1,single,stable,0,19,medium,unemployed,1,0.5062294
43,1,unemployed,high_school,0,married,stable,1,18,medium,part_time,1,0.86046493
18,4,employed,high_school,0,single,stable,0,16,low,part_time,1,0.9889225
18,3,employed,college,0,married,stable,0,25,low,part_time,0,0.584837
29,2,unemployed,none,0,single,stable,0,18,medium,full_time,1,0.79272765
33,2,employed,college,0,single,stable,0,26,medium,full_time,0,0.35290617
29,1,unemployed,college,0,single,unstable,0,29,medium,unemployed,1,0.8645764
18,5,unemployed,high_school,0,married,unstable,0,16,low,full_time,1,0.9900383
29,0,employed,high_school,1,single,stable,0,20,low,full_time,0,0.6792396
19,2,unemployed,high_school,0,married,stable,1,17,high,full_time,1,0.94630575
35,3,employed,high_school,1,married,stable,0,16,medium,unemployed,1,0.92863244
32,1,unemployed,high_school,0,single,stable,0,28,medium,full_time,1,0.7536508
22,2,employed,college,0,married,stable,1,29,high,part_time,0,0.12641023
25,4,unemployed,college,0,single,stable,0,21,medium,full_time,1,0.99366117
21,3,unemployed,college,0,single,stable,1,16,medium,unemployed,1,0.94220304
29,2,employed,none,0,married,unstable,1,17,medium,full_time,1,0.9658287
37,1,employed,college,1,married,stable,1,16,low,part_time,1,0.9862141
22,3,unemployed,college,1,married,unstable,0,15,medium,part_time,1,0.971064
34,2,unemployed,high_school,1,single,unstable,0,18,medium,unemployed,1,0.98813045
25,1,employed,none,0,single,stable,0,22,medium,full_time,1,0.8371778
23,0,unemployed,high_school,1,single,stable,1,16,medium,unemployed,1,0.90077776
29,0,employed,college,0,married,stable,0,17,medium,full_time,0,0.16317321
21,2,employed,high_school,0,married,stable,0,26,low,full_time,0,0.50786144
25,0,employed,college,1,married,stable,0,26,low,part_time,1,0.5687288
20,1,employed,high_school,0,single,stable,0,25,low,unemployed,1,0.57758576
45,0,unemployed,college,0,single,stable,0,11,low,part_time,0,0.48124805
30,0,employed,none,0,single,unstable,0,17,medium,unemployed,0,0.66375786
24,2,unemployed,high_school,0,single,stable,0,26,medium,full_time,1,0.70931876
31,2,employed,high_school,1,single,unstable,0,22,low,unemployed,1,0.97469485
29,4,employed,none,0,married,stable,1,27,high,full_time,0,0.9297659
28,4,employed,college,1,married,unstable,0,19,high,part_time,1,0.99280965
34,0,employed,high_school,0,married,stable,0,11,medium,part_time,0,0.36528614
36,2,employed,high_school,0,single,stable,0,11,medium,full_time,1,0.7551156
25,1,employed,high_school,0,single,unstable,0,23,medium,full_time,1,0.71654207
25,2,employed,high_school,0,married,stable,0,25,low,part_time,0,0.54848474
27,1,employed,none,0,single,stable,1,16,high,full_time,1,0.9094119
18,0,employed,none,1,divorced,stable,0,21,low,full_time,1,0.8377637
18,4,employed,college,1,single,stable,0,23,high,full_time,1,0.94447887
40,4,unemployed,high_school,1,single,stable,0,13,medium,part_time,1,0.93990606
43,1,unemployed,college,1,divorced,unstable,0,13,medium,full_time,1,0.94924444
28,1,employed,college,1,single,stable,0,27,medium,full_time,0,0.16734816
34,3,employed,high_school,0,married,stable,0,12,medium,full_time,0,0.6190007
32,6,employed,high_school,1,married,unstable,0,10,low,full_time,1,0.9962949
54,1,unemployed,high_school,0,single,stable,0,26,medium,unemployed,0,0.11747334
38,1,employed,college,0,single,stable,0,16,medium,unemployed,0,0.30245048
28,3,employed,college,0,married,unstable,0,25,medium,full_time,1,0.89861935
22,3,employed,high_school,0,married,stable,0,14,low,part_time,1,0.8509254
18,1,employed,college,0,single,stable,0,28,medium,part_time,0,0.20266499
31,2,employed,none,1,divorced,stable,1,16,high,part_time,1,0.9806737
23,2,unemployed,college,0,single,stable,0,23,medium,part_time,1,0.60031223
18,1,employed,college,0,single,stable,0,11,medium,full_time,0,0.58057374
24,2,unemployed,none,0,single,stable,1,12,high,full_time,1,0.84095496
21,2,employed,high_school,0,single,unstable,0,26,medium,full_time,0,0.60721517
43,2,employed,none,0,single,stable,0,25,medium,full_time,1,0.7394474
37,2,unemployed,high_school,0,divorced,stable,0,17,high,part_time,1,0.54552424
29,2,employed,college,0,single,unstable,0,27,medium,full_time,1,0.7253906
41,1,unemployed,high_school,0,single,stable,0,24,low,full_time,0,0.2137967
30,1,employed,none,1,single,unstable,0,16,low,full_time,1,0.98291117
23,5,employed,high_school,1,married,stable,0,18,medium,unemployed,1,0.96280754
42,3,unemployed,college,0,married,unstable,0,15,low,unemployed,1,0.9659678
34,3,employed,high_school,0,single,stable,1,27,high,part_time,1,0.66490513
21,1,unemployed,high_school,0,single,stable,0,27,low,full_time,1,0.7495396
28,2,employed,none,1,single,stable,0,23,medium,part_time,1,0.83727366
22,7,unemployed,college,0,single,stable,1,23,low,full_time,1,0.99512047
18,2,employed,college,0,single,unstable,0,23,medium,full_time,1,0.8957163
37,2,employed,high_school,1,single,stable,0,13,high,full_time,1,0.8953054
45,3,unemployed,none,0,single,stable,1,13,medium,part_time,0,0.5691597
18,0,unemployed,none,0,married,unstable,0,24,high,part_time,1,0.8859064
34,2,unemployed,none,0,single,stable,0,24,low,unemployed,1,0.8306932
24,2,unemployed,high_school,1,divorced,stable,0,27,low,unemployed,1,0.8675181
26,2,unemployed,college,1,divorced,stable,0,23,high,full_time,0,0.53093195
25,1,employed,high_school,1,married,stable,0,10,high,full_time,1,0.8771345
23,2,employed,college,0,single,stable,0,19,high,full_time,0,0.56567246
30,1,employed,high_school,0,single,unstable,0,29,medium,unemployed,0,0.34153953
23,2,employed,college,1,single,stable,0,19,medium,unemployed,0,0.3581698
32,2,employed,college,1,married,stable,0,19,low,unemployed,1,0.7515849
29,5,employed,none,0,single,unstable,0,11,high,part_time,1,0.9884539
28,2,employed,high_school,1,married,stable,0,17,medium,unemployed,0,0.54979736
22,2,unemployed,high_school,0,divorced,stable,0,10,medium,part_time,1,0.76891696
25,1,employed,none,0,single,stable,0,10,medium,unemployed,1,0.9208281
36,1,employed,high_school,0,married,stable,0,13,low,unemployed,1,0.7245325
34,0,employed,high_school,0,single,stable,0,16,high,part_time,1,0.67288435
22,0,unemployed,college,1,single,stable,0,18,low,part_time,0,0.42330974
30,2,unemployed,high_school,0,single,stable,1,25,medium,unemployed,1,0.79297394
36,4,unemployed,college,0,single,unstable,0,14,medium,full_time,1,0.99499464
18,2,employed,high_school,1,married,stable,1,11,medium,full_time,1,0.9657231
34,5,employed,college,1,single,unstable,0,20,medium,full_time,1,0.99576294
24,1,employed,high_school,0,single,stable,0,27,low,full_time,0,0.4328507
34,1,employed,college,0,married,stable,1,28,medium,part_time,1,0.57883775
23,2,employed,high_school,0,married,stable,0,22,medium,full_time,0,0.46843287
18,0,employed,high_school,0,single,unstable,0,20,medium,full_time,1,0.7648203
18,0,employed,high_school,1,married,stable,1,29,low,full_time,1,0.40289012
30,4,unemployed,high_school,1,married,stable,1,28,low,part_time,1,0.97074425
32,3,unemployed,none,0,single,unstable,1,26,low,full_time,1,0.9826984
22,1,employed,none,0,single,stable,0,14,medium,full_time,0,0.8390942
35,2,employed,none,0,single,unstable,0,22,low,full_time,1,0.9823752
18,0,employed,college,1,married,stable,0,29,high,full_time,0,0.03986108
29,0,employed,high_school,0,married,unstable,0,10,medium,unemployed,0,0.3527849
20,1,unemployed,high_school,0,married,unstable,1,19,medium,full_time,1,0.9785378
24,2,employed,college,0,single,stable,0,17,high,unemployed,1,0.59340066
30,2,unemployed,high_school,0,single,stable,0,17,low,part_time,1,0.8678529
23,1,employed,high_school,0,single,stable,0,28,high,unemployed,1,0.41569674
26,0,unemployed,none,0,single,unstable,0,15,medium,full_time,1,0.9219251
38,3,employed,college,1,married,stable,1,21,high,full_time,1,0.91349727
25,3,unemployed,college,1,married,stable,0,16,high,full_time,1,0.96148396
36,3,employed,college,1,single,stable,0,25,low,full_time,1,0.8179624
20,5,unemployed,high_school,0,single,stable,1,18,medium,part_time,1,0.9879531
34,2,employed,college,0,single,stable,0,19,medium,full_time,1,0.4925184
41,2,employed,none,0,single,stable,0,19,medium,full_time,1,0.795268
18,3,unemployed,none,0,single,stable,0,19,low,unemployed,1,0.98162407
23,2,unemployed,none,1,single,stable,0,29,low,part_time,0,0.48685732
34,2,unemployed,high_school,0,single,stable,0,25,medium,full_time,1,0.6813201
28,2,unemployed,high_school,0,single,stable,1,10,medium,full_time,1,0.875333
32,6,unemployed,high_school,1,single,unstable,0,26,high,full_time,1,0.99457693
25,4,employed,none,1,single,unstable,1,23,medium,unemployed,1,0.9981552
30,1,employed,high_school,0,married,stable,1,28,medium,unemployed,1,0.6738811
28,6,employed,college,0,single,stable,0,26,low,unemployed,1,0.97201014
39,1,unemployed,high_school,0,divorced,stable,0,23,low,unemployed,0,0.19840781
32,3,employed,college,0,single,stable,0,17,medium,part_time,1,0.50576097
32,1,employed,high_school,0,single,stable,0,18,high,full_time,1,0.52082425
26,3,employed,college,0,single,stable,1,17,medium,full_time,1,0.86093724
26,4,unemployed,high_school,1,single,stable,0,22,medium,unemployed,1,0.9935865
26,3,employed,high_school,0,married,unstable,0,26,high,unemployed,1,0.7012047
33,3,employed,high_school,0,single,stable,0,28,high,full_time,1,0.7734245
26,2,employed,high_school,0,divorced,stable,0,16,low,part_time,1,0.93470466
32,4,employed,college,0,married,stable,0,26,low,unemployed,1,0.95941
46,4,employed,high_school,1,married,unstable,0,10,medium,full_time,1,0.95465803
36,1,unemployed,high_school,0,married,stable,0,14,medium,unemployed,1,0.75516754
27,2,unemployed,college,0,married,stable,0,15,high,full_time,1,0.87036306
39,2,unemployed,high_school,0,single,stable,0,11,low,full_time,1,0.8585044
26,2,employed,high_school,1,married,stable,0,25,low,full_time,0,0.6293223
18,2,unemployed,high_school,0,single,stable,0,14,high,part_time,0,0.69510466
21,2,employed,high_school,1,single,stable,0,14,medium,part_time,0,0.69581074
18,4,employed,high_school,0,single,stable,0,21,high,full_time,1,0.98814183
27,1,unemployed,high_school,0,married,stable,0,12,medium,unemployed,0,0.7056649
30,1,employed,college,0,married,stable,1,25,medium,part_time,0,0.60122406
43,1,employed,high_school,1,single,unstable,0,15,low,unemployed,1,0.94631016
32,2,unemployed,high_school,1,married,stable,0,24,low,full_time,1,0.8440499
28,1,employed,high_school,0,single,unstable,1,24,medium,unemployed,1,0.727166
36,1,unemployed,college,0,single,stable,1,25,medium,full_time,0,0.31057084
18,3,employed,college,0,single,stable,0,29,low,full_time,1,0.8426972
31,2,unemployed,high_school,0,single,stable,0,22,high,full_time,1,0.6896716
36,1,employed,college,0,single,stable,0,21,low,full_time,1,0.55467427
18,1,employed,high_school,1,married,unstable,0,19,medium,unemployed,1,0.8433618
39,3,unemployed,high_school,1,married,unstable,1,23,low,full_time,1,0.9945649
32,0,employed,none,0,single,stable,0,11,high,full_time,1,0.842317
26,2,employed,high_school,0,single,stable,0,12,low,unemployed,1,0.9437289
35,3,employed,high_school,1,married,stable,0,18,medium,part_time,1,0.84973675
48,0,employed,college,1,married,stable,0,20,low,unemployed,0,0.24569122
31,3,employed,high_school,0,single,stable,0,20,medium,full_time,1,0.7488973
31,2,employed,college,0,single,stable,1,19,medium,unemployed,0,0.44194773
26,3,unemployed,high_school,0,married,unstable,0,23,low,full_time,1,0.9665123
23,2,employed,high_school,0,married,stable,0,18,low,unemployed,1,0.7201099
36,2,employed,high_school,0,single,unstable,0,29,high,part_time,0,0.1942276
23,3,employed,none,0,single,unstable,0,19,high,part_time,1,0.9774316
30,2,employed,high_school,0,married,unstable,0,18,low,full_time,1,0.92021006
26,3,unemployed,none,0,single,stable,1,14,low,full_time,1,0.97014654
33,2,employed,high_school,0,divorced,stable,0,17,low,full_time,0,0.7358417
32,0,unemployed,high_school,0,single,stable,1,20,low,full_time,1,0.86773145
38,1,employed,college,1,married,stable,0,10,high,full_time,1,0.8801283
25,3,unemployed,high_school,1,single,stable,0,19,medium,unemployed,1,0.9495635
27,2,employed,none,0,single,unstable,0,10,medium,full_time,1,0.99209905
22,3,unemployed,high_school,0,married,unstable,0,16,high,unemployed,1,0.96423477
26,1,employed,college,1,single,unstable,1,23,medium,full_time,1,0.93297744
33,2,employed,college,0,married,unstable,0,14,medium,full_time,1,0.8548075
36,0,employed,high_school,0,single,stable,0,26,medium,unemployed,0,0.3575528
22,1,employed,high_school,0,single,stable,0,15,medium,unemployed,1,0.8156571
36,1,unemployed,none,0,single,stable,1,25,medium,full_time,0,0.33474275
40,0,employed,college,0,married,stable,0,20,low,full_time,0,0.104517795
33,4,employed,high_school,1,single,unstable,0,19,low,part_time,1,0.9947674
45,6,unemployed,high_school,0,single,stable,0,24,low,full_time,1,0.9529735
23,4,employed,high_school,0,single,stable,0,16,low,full_time,1,0.9903735
20,3,unemployed,none,1,married,stable,0,11,medium,part_time,1,0.9679202
18,1,unemployed,college,0,married,stable,1,21,medium,full_time,1,0.9392043
41,4,employed,none,0,single,stable,0,28,medium,full_time,1,0.9289177
35,2,unemployed,high_school,0,single,unstable,0,21,low,unemployed,1,0.9603534
29,3,employed,high_school,0,divorced,stable,0,25,medium,unemployed,1,0.61354
32,2,employed,college,0,single,stable,0,15,low,full_time,1,0.91788137
20,0,employed,college,0,married,stable,0,12,medium,part_time,0,0.29912817
49,2,employed,high_school,0,married,stable,1,11,medium,full_time,0,0.35837522
31,2,unemployed,high_school,0,married,stable,1,29,low,unemployed,1,0.93838036
30,3,unemployed,college,0,single,unstable,1,14,medium,part_time,1,0.8722989
35,1,employed,none,0,married,stable,1,20,medium,full_time,0,0.8174412
33,0,employed,high_school,0,married,stable,0,12,low,full_time,1,0.5995971
31,1,unemployed,high_school,0,married,stable,0,12,low,full_time,1,0.75165904
23,3,employed,college,0,single,stable,0,14,high,part_time,1,0.86420596
33,1,employed,high_school,1,single,stable,0,20,low,unemployed,1,0.8242391
45,1,employed,college,0,single,stable,0,12,high,full_time,1,0.44664165
40,2,unemployed,high_school,0,married,stable,0,22,medium,full_time,0,0.6612757
42,5,employed,high_school,1,married,unstable,0,17,low,full_time,1,0.90061873
25,4,unemployed,high_school,0,single,stable,1,29,low,full_time,1,0.97996634
22,2,unemployed,high_school,0,single,stable,0,19,medium,full_time,0,0.7601791
28,2,employed,high_school,1,single,stable,1,11,medium,part_time,1,0.9635296
30,5,employed,high_school,1,married,stable,0,13,medium,part_time,1,0.9800903
38,1,unemployed,none,0,divorced,unstable,0,27,high,unemployed,1,0.8711391
18,2,employed,college,0,single,unstable,0,28,high,unemployed,1,0.8321683
42,1,unemployed,college,0,single,stable,0,13,low,part_time,1,0.45747963
28,3,unemployed,high_school,1,single,unstable,0,29,high,unemployed,1,0.9687773
26,0,unemployed,high_school,0,married,unstable,0,18,high,unemployed,1,0.86731946
21,0,unemployed,none,0,married,unstable,0,25,high,full_time,1,0.87887436
18,2,unemployed,high_school,1,divorced,stable,0,15,medium,full_time,1,0.8182571
36,1,unemployed,college,0,single,stable,0,13,medium,full_time,0,0.7130004
30,1,employed,none,1,divorced,stable,0,18,medium,part_time,1,0.82820493
19,2,employed,none,0,single,unstable,0,22,medium,unemployed,1,0.9799905
19,1,employed,college,0,married,stable,0,18,high,full_time,0,0.20866475
27,2,unemployed,high_school,0,single,stable,0,15,low,part_time,1,0.93089783
43,2,employed,none,1,married,stable,0,28,low,part_time,1,0.86718607
27,3,unemployed,high_school,0,married,stable,0,23,high,full_time,1,0.90594405
18,3,employed,high_school,0,married,stable,0,24,low,full_time,0,0.71295786
28,1,unemployed,high_school,0,married,unstable,0,12,high,full_time,1,0.73190343
27,1,employed,college,1,single,stable,0,14,medium,full_time,1,0.7807586
18,1,unemployed,college,1,single,unstable,0,27,low,unemployed,1,0.8530928
29,2,employed,high_school,0,married,stable,0,23,medium,unemployed,0,0.39466524
28,2,employed,college,0,single,stable,0,25,medium,unemployed,0,0.43338844
35,1,employed,high_school,1,single,stable,0,23,medium,unemployed,1,0.84849536
44,1,unemployed,college,0,single,stable,0,18,high,unemployed,1,0.36043045
39,3,employed,high_school,0,married,stable,0,24,high,part_time,0,0.24017553
27,1,employed,college,0,single,stable,0,16,medium,part_time,1,0.7028077
21,5,unemployed,college,1,single,stable,0,23,low,part_time,1,0.97602034
50,2,unemployed,none,0,single,unstable,0,15,high,part_time,1,0.85494834
30,3,unemployed,college,0,single,stable,0,24,medium,full_time,0,0.7790524
30,0,employed,college,0,married,stable,0,29,low,unemployed,0,0.1593494
29,3,employed,college,0,divorced,stable,0,17,high,full_time,0,0.5400612
31,0,unemployed,high_school,0,married,stable,1,11,high,part_time,1,0.91344464
28,4,employed,college,0,single,stable,1,17,medium,full_time,1,0.98003125
25,1,unemployed,college,0,divorced,stable,0,10,medium,full_time,1,0.5528102
25,2,employed,high_school,0,married,stable,0,26,medium,unemployed,0,0.45922843
29,3,employed,college,0,single,stable,0,28,medium,full_time,1,0.6202636
25,1,employed,none,1,divorced,stable,0,14,high,full_time,1,0.959312
24,0,employed,none,1,married,unstable,1,29,high,full_time,0,0.6224975
30,2,employed,high_school,1,married,stable,1,25,medium,unemployed,1,0.9339773
27,2,employed,high_school,0,married,stable,0,16,medium,part_time,1,0.7066373
42,2,unemployed,high_school,0,single,unstable,0,16,high,part_time,0,0.37183565
18,0,employed,none,0,single,stable,0,27,low,unemployed,1,0.69231695
38,3,unemployed,college,1,married,stable,0,27,low,full_time,1,0.9544181
39,5,unemployed,none,1,single,stable,1,11,high,full_time,1,0.97054976
18,1,employed,none,1,single,stable,1,24,low,full_time,1,0.8528951
27,2,employed,none,0,married,stable,0,23,low,unemployed,1,0.82218647
27,2,unemployed,high_school,0,married,stable,0,27,low,part_time,1,0.81152004
18,6,unemployed,college,0,single,unstable,0,18,medium,full_time,1,0.9985435
23,1,unemployed,high_school,0,married,unstable,0,23,low,full_time,0,0.61787504
21,2,unemployed,college,0,married,stable,1,14,medium,full_time,1,0.9659384
44,1,unemployed,none,1,married,stable,0,20,high,part_time,1,0.92227614
37,1,employed,high_school,0,single,stable,0,17,medium,full_time,1,0.25803703
40,2,employed,high_school,0,single,stable,0,14,medium,full_time,0,0.49791327
35,0,unemployed,high_school,0,single,stable,1,20,low,full_time,1,0.87305117
20,4,employed,none,1,single,stable,0,14,medium,part_time,1,0.9872127
25,2,unemployed,high_school,0,single,stable,1,26,medium,part_time,1,0.74511665
33,3,employed,high_school,0,single,stable,1,13,medium,full_time,0,0.6986169
20,1,employed,college,1,single,unstable,1,24,low,part_time,1,0.9589804
35,1,unemployed,high_school,0,divorced,stable,0,28,medium,part_time,1,0.74957997
28,3,employed,none,0,single,unstable,0,11,high,unemployed,1,0.9913453
27,2,employed,high_school,0,married,unstable,0,26,medium,full_time,0,0.5159347
35,2,employed,none,0,married,stable,0,21,medium,part_time,0,0.60929495
33,0,unemployed,college,1,single,unstable,0,26,medium,full_time,1,0.9364929
27,1,employed,high_school,1,divorced,stable,0,19,medium,full_time,1,0.6834846
39,2,unemployed,none,0,married,stable,0,27,medium,unemployed,1,0.90636337
21,0,employed,college,0,single,stable,1,28,low,full_time,1,0.3478266
34,4,unemployed,high_school,0,married,stable,0,27,medium,full_time,1,0.96436965
34,5,unemployed,none,0,single,stable,0,22,high,full_time,1,0.9913754
27,0,employed,high_school,0,married,stable,0,23,medium,full_time,0,0.37193167
32,0,employed,high_school,0,single,stable,0,25,low,full_time,0,0.34402248
19,6,employed,college,0,married,stable,1,27,low,full_time,1,0.83977807
37,0,unemployed,college,1,single,stable,0,27,medium,unemployed,1,0.941828
28,1,employed,college,0,married,stable,1,25,high,unemployed,1,0.6353154
25,0,unemployed,high_school,0,single,stable,0,26,medium,full_time,1,0.5823901
38,3,employed,high_school,0,married,stable,0,16,medium,part_time,0,0.34220424
24,2,employed,college,1,married,stable,0,21,low,unemployed,1,0.6977871
18,3,employed,none,0,single,stable,0,11,medium,full_time,1,0.9721062
18,5,employed,high_school,0,married,unstable,0,19,medium,full_time,1,0.9838411
34,5,employed,high_school,0,single,stable,0,14,high,unemployed,1,0.97137576
19,2,unemployed,none,1,married,stable,0,12,medium,part_time,1,0.94119114
44,3,unemployed,high_school,0,single,stable,0,28,medium,full_time,1,0.8043813
18,6,employed,college,1,married,unstable,0,22,medium,full_time,1,0.9928256
43,3,unemployed,college,1,married,stable,1,21,medium,part_time,1,0.9539398
31,2,unemployed,none,1,single,stable,0,12,high,unemployed,1,0.9205983
29,3,unemployed,none,0,single,stable,0,15,low,full_time,1,0.9578253
25,1,employed,high_school,0,single,stable,0,23,medium,unemployed,1,0.6293696
33,1,employed,college,0,married,stable,1,13,medium,full_time,1,0.7772403
29,4,employed,none,1,single,stable,1,22,medium,full_time,1,0.99423295
38,0,unemployed,college,0,married,unstable,0,28,low,full_time,0,0.28764346
30,6,employed,none,0,married,stable,0,27,medium,part_time,1,0.73893523
31,2,employed,high_school,0,single,stable,0,12,medium,full_time,1,0.7176235
27,3,employed,high_school,0,married,unstable,1,29,high,full_time,0,0.4388312
29,2,employed,college,0,single,stable,1,15,low,unemployed,1,0.9564451
32,0,unemployed,high_school,0,single,unstable,1,25,high,unemployed,1,0.76723313
18,1,employed,high_school,0,married,stable,0,29,low,full_time,1,0.13936962
19,4,employed,high_school,1,single,unstable,0,12,low,full_time,1,0.99076045
35,3,unemployed,college,0,single,stable,1,21,low,unemployed,1,0.94517523
31,3,unemployed,college,0,married,unstable,0,28,high,part_time,0,0.43879637
28,5,unemployed,none,0,single,unstable,0,28,low,full_time,1,0.99398875
30,1,unemployed,college,0,divorced,stable,0,13,medium,unemployed,0,0.5365315
32,4,unemployed,high_school,1,divorced,stable,1,10,medium,full_time,1,0.99738187
25,1,employed,none,0,single,stable,0,11,high,part_time,1,0.9385526
23,1,employed,high_school,0,single,unstable,0,22,high,full_time,1,0.5857516
31,1,unemployed,none,0,married,stable,0,22,medium,part_time,1,0.6545598
22,0,unemployed,college,1,single,stable,0,11,high,full_time,1,0.64211094
33,1,unemployed,college,0,single,stable,0,28,medium,part_time,1,0.5994971
18,4,employed,none,1,married,stable,0,25,high,unemployed,1,0.9580367
38,2,employed,high_school,0,single,stable,0,21,low,full_time,1,0.72388184
33,1,employed,college,0,married,unstable,0,10,low,part_time,1,0.85961145
32,1,employed,college,0,single,stable,1,18,medium,full_time,0,0.33985928
37,1,employed,high_school,1,single,unstable,1,26,medium,unemployed,0,0.95510715
43,2,unemployed,college,0,single,stable,0,19,medium,unemployed,1,0.6408606
38,2,employed,high_school,1,divorced,stable,1,27,medium,unemployed,1,0.8786792
18,0,employed,high_school,0,married,stable,0,28,medium,part_time,0,0.2567901
19,2,employed,college,0,married,stable,0,16,medium,unemployed,0,0.6977891
25,1,unemployed,high_school,0,single,unstable,0,28,low,full_time,1,0.7792024
30,2,employed,high_school,1,single,unstable,0,24,high,full_time,1,0.9166414
34,2,employed,high_school,0,single,stable,0,18,high,part_time,0,0.43053052
24,0,employed,college,1,single,stable,0,19,high,full_time,0,0.28476694
31,2,employed,college,1,married,stable,0,29,medium,unemployed,0,0.263026
23,0,unemployed,high_school,1,married,unstable,0,29,medium,part_time,1,0.7732961
25,3,unemployed,high_school,0,single,unstable,0,13,high,full_time,1,0.9803592
18,4,employed,high_school,0,divorced,unstable,0,15,high,full_time,1,0.9843539
22,4,employed,high_school,1,single,stable,0,13,medium,full_time,1,0.9762699
